money,recent,frequency
1803.0,40,1
828.05,40,1
2263.0,40,1
869.0,40,1
1019.0,40,1
1552.0,40,1
1037.0,40,1
1552.0,40,1
331.0,40,1
994.5,40,1
1621.0,15,1
1558.0,40,1
4676.5,21,3
2888.0,35,2
1490.0,39,1
679.5,39,1
1054.0,39,1
857.0,6,1
6627.0,15,2
611.5,11,1
2241.0,39,1
3187.5,6,3
7162.0,7,3
840.0,38,1
655.0,38,1
8780.0,27,2
1762.0,38,1
4246.0,38,1
674.0,38,1
1226.0,16,1
2107.0,37,1
1085.0,37,1
3034.0,37,1
1059.5,37,1
1613.5,37,1
1422.0,37,1
1433.0,37,1
1220.0,37,1
612.0,37,1
2350.0,27,2
681.5,37,1
1115.0,37,1
789.5,37,1
2227.5,37,1
3094.0,36,1
1090.0,36,1
1810.5,36,1
792.0,26,1
607.0,36,1
800.0,36,1
6746.0,36,1
1200.0,36,1
3866.0,36,1
872.5,36,1
827.0,36,1
548.0,36,1
10940.5,7,4
9892.5,5,3
1960.0,36,1
1512.0,9,1
1465.0,36,1
1923.0,1,1
751.5,36,1
861.5,36,1
1046.0,36,1
2644.0,36,1
705.0,36,1
7224.0,36,1
1143.0,36,1
861.5,36,1
767.0,36,1
20.0,36,1
5162.0,36,1
5082.5,6,3
1711.0,35,1
2134.0,35,1
1559.5,35,1
1213.0,35,1
25592.0,15,3
49313.0,33,2
4713.5,35,1
709.0,35,1
4819.0,13,2
686.0,35,1
5435.0,17,2
4575.0,35,1
32895.5,5,9
1521.5,35,1
1703.0,35,1
700.0,35,1
2385.0,10,1
1316.0,35,1
1421.0,35,1
1602.5,35,1
1103.0,35,1
5457.0,35,1
1950.5,35,1
2384.0,35,1
1380.0,35,1
717.5,35,1
1250.5,35,1
2671.0,27,2
917.0,34,1
642.5,34,1
586.0,34,1
1999.0,34,1
898.0,7,1
1089.5,34,1
1601.0,34,1
511.5,34,1
4081.0,34,1
1711.5,34,1
451.0,34,1
646.0,34,1
6688.0,7,4
3274.5,26,2
5690.0,34,1
5831.5,34,1
1460.0,34,1
645.0,34,1
782.0,34,1
920.0,28,1
3385.5,31,2
1087.0,34,1
263.0,34,1
1962.5,34,1
4866.0,1,3
1511.0,34,1
812.5,34,1
369.0,34,1
403.5,33,1
717.0,33,1
1727.0,33,1
1110.0,33,1
447.0,12,1
694.0,33,1
3030.0,33,1
568.0,33,1
6357.0,2,2
4444.0,33,1
734.0,33,1
815.0,33,1
4446.0,33,1
2148.0,33,1
535.5,33,1
460.5,33,1
2329.0,33,1
7436.0,15,2
1042.0,33,1
712.0,33,1
2279.0,32,1
1019.0,32,1
1095.0,32,1
496.5,32,1
1415.5,23,1
644.5,32,1
1142.0,32,1
1101.0,32,1
4950.0,32,1
80.0,31,1
40.0,31,1
755.0,31,1
2985.0,21,2
4340.5,8,3
1414.0,31,1
1480.0,31,1
982.0,28,1
8302.0,26,2
665.5,17,1
12.0,31,1
2997.0,31,1
829.0,17,1
1404.5,31,1
40.0,31,1
4595.5,13,2
859.0,30,1
5990.0,9,4
402.5,30,1
747.5,30,1
1417.5,30,1
2500.0,19,1
1349.0,30,1
787.5,30,1
3652.0,21,3
637.0,20,1
1190.0,30,1
5729.0,30,1
7035.5,29,2
9180.0,30,1
629.0,5,1
3514.0,17,2
1275.0,13,1
5885.679999999999,27,2
899.0,29,1
1314.0,26,1
501.0,29,1
860.5,29,1
989.5,24,1
1142.5,29,1
543.5,19,1
3749.0,28,1
40.0,28,1
2352.0,28,1
421.5,16,1
2116.5,28,1
394.0,28,1
2739.5,28,1
1253.0,28,1
2715.0,28,1
1736.0,8,1
1187.0,19,1
2599.0,28,1
576.0,6,1
584.0,25,1
972.0,27,1
1130.0,27,1
1705.0,10,3
9944.0,6,4
10696.5,9,3
26394.5,6,4
575.0,27,1
1534.0,27,1
994.0,27,1
3110.0,12,2
40.0,27,1
1396.5,27,1
984.45,27,1
3123.0,7,3
855.5,26,1
1165.5,26,1
6648.0,15,2
2394.0,26,1
950.5,26,1
2478.0,26,1
390.0,26,1
679.0,26,1
842.0,26,1
706.0,26,1
1185.5,26,1
2539.0,22,2
40.0,26,1
40.0,26,1
19521.0,26,1
4004.0,26,1
4827.0,26,1
4262.0,26,1
1061.0,26,1
2018.0,26,1
2818.0,18,2
973.5,26,1
1730.5,25,1
684.5,17,2
1306.5,25,1
3966.0,24,2
1468.0,25,1
8803.5,25,1
1353.0,25,1
849.5,25,1
4023.0,25,1
966.0,18,1
1614.0,25,1
321.5,25,1
821.5,25,1
40.0,25,1
2510.0,25,1
2640.0,25,1
784.0,25,1
847.0,24,1
763.0,24,1
1729.5,7,2
2604.0,5,2
1748.0,24,1
726.0,24,1
699.5,24,1
491.0,24,1
40.0,24,1
503.0,24,1
2171.0,24,1
40.0,24,1
1477.0,24,1
1328.0,24,1
373.0,24,1
1366.0,24,1
1542.0,23,2
40.0,24,1
7523.5,23,2
1804.0,24,1
2012.0,24,1
11188.0,24,1
886.5,24,1
10.0,24,1
2970.0,23,1
40.0,23,1
1641.0,23,1
626.0,23,1
753.5,23,1
804.5,23,1
776.5,23,1
654.0,23,1
5757.5,4,3
1181.5,23,1
1248.0,23,1
1194.0,23,1
14579.0,23,1
3728.0,11,1
962.0,22,1
3130.0,22,1
2194.5,22,1
706.0,22,1
834.0,22,1
1141.0,22,1
3556.0,22,1
579.5,22,1
1789.5,22,1
1788.5,22,1
1235.5,2,1
262.0,22,1
1541.0,22,1
40.0,22,1
40.0,22,1
1884.0,22,1
3898.0,22,1
34892.0,22,1
383.0,21,1
327.0,21,1
503.0,21,1
3948.5,21,1
1919.0,21,1
1507.5,21,1
237.0,13,1
3691.0,21,1
1860.0,21,1
1198.0,21,1
2507.0,21,1
5711.0,21,1
8833.0,21,1
40.0,21,1
1903.0,21,1
974.5,12,1
1758.0,20,1
1369.0,20,1
40.0,19,1
5553.0,20,1
7672.0,5,3
902.0,20,1
1349.5,15,1
1143.0,20,1
1190.5,20,1
1594.0,20,1
633.0,7,1
1699.0,20,1
3226.0,2,3
6628.0,20,1
2041.5,20,1
434.0,20,1
6907.5,10,2
456.0,20,1
7325.0,20,1
40.0,20,1
682.5,20,1
60.0,19,1
40.0,19,1
1316.5,19,1
967.5,19,1
1413.0,19,1
2178.0,8,1
40.0,4,1
1234.0,19,1
1265.0,19,1
40.0,19,1
18076.0,14,2
5217.5,14,2
1054.0,19,1
808.5,19,1
1079.0,19,1
7691.0,16,2
2222.5,19,1
988.0,19,1
410.0,19,1
3723.5,19,1
2749.0,11,3
649.0,19,1
40.0,19,1
40.0,19,1
3383.0,19,1
40.0,19,1
986.5,19,1
2499.0,7,2
6692.0,17,1
1989.5,18,1
4566.0,18,1
1392.5,18,1
2504.0,18,1
894.0,18,1
1113.5,18,1
2079.0,15,2
40.0,18,1
3528.0,3,2
40.0,18,1
949.0,18,1
3277.0,12,1
865.5,18,1
40.0,18,1
915.0,18,1
11166.0,7,2
40.0,18,1
5151.5,2,1
52082.0,18,1
1179.5,17,1
842.5,17,1
2772.0,17,1
1770.5,17,1
3968.0,17,1
859.0,17,1
694.5,17,1
557.0,17,1
13439.0,17,1
573.5,17,1
812.0,16,1
1575.0,16,1
1417.0,16,1
40.0,16,1
749.0,16,1
1030.0,16,1
1824.0,16,1
759.0,16,1
1099.0,16,1
10.0,16,1
594.0,16,1
8453.0,16,1
856.0,16,1
1521.0,16,1
2587.0,10,2
1009.0,14,1
6144.0,14,2
4254.0,3,2
1179.0,15,1
1706.0,13,2
894.0,15,1
40.0,15,1
31257.0,15,1
4114.0,15,1
1100.0,15,1
494.0,15,1
9842.0,15,1
757.5,15,1
1001.5,15,1
344.0,15,1
567.0,15,1
775.5,15,1
1702.0,15,1
930.5,14,1
847.0,14,1
1135.5,14,1
750.0,14,1
1731.5,14,1
377.0,14,1
1494.0,6,1
1189.5,14,1
967.5,14,1
666.5,14,1
40.0,14,1
2206.5,14,1
2354.0,14,1
1590.0,14,1
5030.0,14,1
40.0,14,1
1910.0,14,1
767.0,14,1
2296.1,10,2
1444.0,14,1
5481.0,14,1
636.0,10,1
1139.5,14,1
3987.0,14,1
1591.0,14,1
1156.5,14,1
437.5,14,1
40.0,14,1
723.0,14,1
1539.0,14,1
979.5,13,1
40.0,13,1
3087.0,13,1
2026.0,13,1
2631.5,13,1
2913.0,13,1
4380.0,10,2
1901.0,13,1
1106.5,13,1
808.0,13,1
40.0,13,1
1744.0,13,1
40.0,13,1
917.5,13,1
40.0,13,1
3605.0,13,1
1844.0,13,1
838.0,13,1
1113.5,13,1
4604.0,13,1
40.0,13,1
52.0,13,1
4707.0,13,1
2751.0,13,1
4881.5,13,1
656.0,12,1
3354.0,12,1
2060.0,9,2
3231.0,12,1
1576.0,12,1
611.5,12,1
4908.0,12,1
807.0,12,1
6143.0,1,4
519.0,12,1
1031.0,12,1
1226.5,12,1
1245.0,5,1
40.0,12,1
4335.0,12,1
5082.0,12,1
11780.0,12,1
659.0,12,1
40.0,12,1
40.0,12,1
40.0,12,1
2535.0,12,1
642.5,12,1
1594.0,12,1
751.5,12,1
418.0,11,1
1323.5,4,1
40.0,11,1
734.0,11,1
1072.0,11,1
904.5,11,1
761.5,11,1
3650.5,6,2
1438.0,11,1
1264.5,11,1
1296.0,11,1
2780.0,11,1
908.5,11,1
523.0,11,1
3072.0,11,1
664.0,11,1
1240.0,11,1
11868.5,1,4
1136.0,11,1
1271.5,11,1
16.0,10,1
1886.5,4,2
1067.0,7,1
893.5,10,1
2654.0,10,1
1297.0,10,1
2347.0,1,3
908.0,10,1
323.0,10,1
3691.5,10,1
2102.0,10,1
1579.0,10,1
673.0,10,1
728.0,10,1
1627.0,9,1
2877.0,9,1
791.5,9,1
1729.0,9,1
912.5,9,1
717.0,9,1
1439.5,9,1
714.5,9,1
1183.0,9,1
278.0,9,1
489.0,8,1
2582.0,8,1
2123.11,8,1
2187.0,8,1
40.0,8,1
40.0,8,1
2043.5,5,2
501.0,8,1
2756.5,8,1
1621.0,8,1
40.0,8,1
1348.5,8,1
385.08,8,1
809.0,8,1
823.0,8,1
5684.5,8,1
998.0,8,1
1947.5,8,1
19467.0,4,2
2581.0,8,1
1490.5,8,1
40.0,8,1
40.0,7,1
40.0,7,1
1626.0,7,1
778.5,7,1
40.0,7,1
40.0,7,1
1534.0,7,1
4245.0,7,1
40.0,7,1
1006.5,4,2
40.0,6,1
40.0,6,1
40.0,6,1
1125.5,6,1
4775.0,6,1
2058.5,6,1
40.0,6,1
7487.0,6,1
1941.0,6,1
14237.0,6,1
1781.0,6,1
1759.0,6,1
1010.0,6,1
726.0,6,1
1938.5,6,1
40.0,6,1
1701.5,6,1
370.0,6,1
40.0,6,1
4577.0,6,1
1312.0,6,1
3122.0,6,1
1992.0,6,1
1285.5,6,1
2313.0,5,1
466.0,5,1
1038.0,5,1
508.0,5,1
365.0,5,1
591.0,5,1
9909.0,5,1
1645.0,5,1
644.5,5,1
806.0,5,1
1048.5,5,1
1234.0,5,1
3441.0,5,1
72.0,5,1
871.0,5,1
2223.5,4,1
1606.5,4,1
997.0,4,1
40.0,4,1
964.0,4,1
4968.0,4,1
609.5,4,1
849.0,4,1
559.0,4,1
20438.0,4,1
2664.0,4,1
1194.5,4,1
2661.0,4,1
653.0,4,1
5160.5,4,1
40.0,4,1
40.0,4,1
5245.0,4,1
1709.0,4,1
5891.0,3,1
1201.0,3,1
486.0,3,1
1729.0,3,1
12501.0,3,1
977.0,3,1
1238.0,3,1
705.0,3,1
482.0,3,1
497.5,3,1
897.0,3,1
40.0,3,1
423.5,3,1
735.0,3,1
685.0,3,1
40.0,3,1
566.0,3,1
1360.0,3,1
2088.0,3,1
40.0,2,1
40.0,2,1
40.0,2,1
3549.0,2,1
1905.5,2,1
942.5,2,1
40.0,2,1
1126.0,2,1
870.0,2,1
40.0,2,1
5052.0,2,1
6598.0,2,1
2195.0,2,1
40.0,2,1
4277.0,2,1
681.0,2,1
5539.0,2,1
40.0,1,1
1233.0,1,1
40.0,1,1
3448.0,1,1
575.5,1,1
1156.0,1,1
1358.0,1,1
80.0,1,1
505.0,1,1
2799.5,1,1
4363.0,1,1
2448.0,1,1
4907.0,1,1
40.0,1,1
